0.105727,0
0.238452,-0.182364
0.466092,-1.063223
-0.030344,1.164734
3.181795,0.436967
0.121632,0.801404
1.891291,4.978014
-0.288341,-0.362833
0.439862,7.744695
-0.114158,-0.312841
-0.082822,-0.175166
-0.0661,-0.121296
-0.05547,-0.09199
-0.048119,-0.0736
-0.042767,-0.061013
-0.03871,-0.051889
-0.035559,-0.044975
-0.033046,-0.039559
-0.031007,-0.035203
-0.029329,-0.031622
-0.027931,-0.02861
-0.026743,-0.026058
-0.025738,-0.023813
-0.024854,-0.021893
-0.02412,-0.020149
-0.023472,-0.018617
-0.022917,-0.017219
-0.022408,-0.015961
-0.021979,-0.014804
-0.021582,-0.013736
-0.021246,-0.012753
-0.020931,-0.011825
-0.020653,-0.010966
-0.020405,-0.010144
-0.020193,-0.009376
-0.019996,-0.008633
-0.019838,-0.007928
-0.019664,-0.007268
-0.019553,-0.006629
-0.019413,-0.006014
-0.019315,-0.005411
-0.019202,-0.004817
-0.01913,-0.004257
-0.01905,-0.003688
-0.018992,-0.003154
-0.018941,-0.002599
-0.018896,-0.002081
-0.018877,-0.001553
-0.018846,-0.001053
-0.018843,-0.000524
