0,0
0,0
0.000001,-0.000001
29.000002,0.000001
-0.000006,0.000003
-0.000005,0.000005
-0.000003,-0.000001
0.000003,0.000003
0.000005,0.000008
-0.000006,0.000009
0.000001,0.000004
0.000003,17.000022
-0.000023,-0.000041
-0.000009,-0.000001
0.000003,-0.000007
-0.00002,0.00001
0.000008,0.000007
-0.000003,0.000021
-0.000054,-0.000074
7,-0.000012
0.000004,-0.000005
-0.000015,0.000009
-0.000018,-0.000004
-0.000015,-0.000027
0.000006,0
-0.000024,0.000006
0.000077,-0.000069
-0.000018,0.000019
0.00001,0.000003
-0.000023,-0.000013
0.000033,0.000024
0,1.99999
0.000037,-0.000025
-0.000016,0.000081
-0.000034,-0.000007
-0.000025,-0.000012
0.000013,-0.000002
0.000022,0.000013
-0.000026,0.000054
-0.000011,-0.000001
0.000028,0.000029
-0.000098,-0.000019
0.000004,0.000019
-0.000018,-0.000008
-0.000021,0.000067
-0.000005,-0.000049
-0.000004,0.000006
-0.00007,-0.000018
0.000045,-0.000038
0.000021,0.000009
